City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Pevek,RU,2022-05-05 01:50:49,69.7008,170.3133,23.63,81,100,7.25
272,Iqaluit,CA,2022-05-05 01:53:39,63.7506,-68.5145,8.33,78,20,20.71
273,Ca Mau,VN,2022-05-05 01:53:40,9.1769,105.15,86.29,68,99,12.55
274,Alofi,NU,2022-05-05 01:53:40,-19.0595,-169.9187,82.29,69,40,8.05
275,Shakawe,BW,2022-05-05 01:53:41,-18.3667,21.85,61.7,53,79,4.79
276,Isangel,VU,2022-05-05 01:53:41,-19.55,169.2667,81.25,70,7,7.76
277,Lubango,AO,2022-05-05 01:53:42,-14.9172,13.4925,55.29,61,3,4.56
278,Pljevlja,ME,2022-05-05 01:53:42,43.3333,19.3333,44.4,88,13,3.22
279,Porec,HR,2022-05-05 01:53:46,45.2258,13.5939,55.36,70,70,5.97
280,Khawhai,IN,2022-05-05 01:53:47,23.3667,93.1167,64.13,80,30,1.21
281,Dzhebariki-Khaya,RU,2022-05-05 01:53:47,62.2167,135.8,38.52,90,100,7.49
282,Santiago,CL,2022-05-05 01:51:30,-33.4569,-70.6483,63.86,63,0,10.36
283,Lata,PT,2022-05-05 01:53:48,40.1629,-8.3327,54.07,76,6,3.11
284,Broken Hill,AU,2022-05-05 01:53:48,-31.95,141.4333,55.11,58,2,13.8
285,Sorland,NO,2022-05-05 01:53:49,67.667,12.6934,35.44,100,100,26.93
286,Nuuk,GL,2022-05-05 01:44:10,64.1835,-51.7216,23.61,80,20,13.8
287,Saint-Leu,RE,2022-05-05 01:53:50,-21.15,55.2833,74.32,74,10,5.35
288,Kaitangata,NZ,2022-05-05 01:44:44,-46.2817,169.8464,63.68,55,11,1.7
289,Iranshahr,IR,2022-05-05 01:53:51,27.2025,60.6848,82.08,21,0,3.74
290,Socorro,US,2022-05-05 01:51:03,31.6546,-106.3033,83.17,12,0,12.71
291,Kavaratti,IN,2022-05-05 01:53:51,10.5669,72.642,85.46,73,100,14.67
292,Bone,DE,2022-05-05 01:53:52,51.9669,12.1396,54.28,86,83,6.87
293,Ngunguru,NZ,2022-05-05 01:53:52,-35.6167,174.5,66.38,67,4,13.09
294,Talnakh,RU,2022-05-05 01:53:53,69.4865,88.3972,34.21,99,100,18.23
295,Alta Floresta,BR,2022-05-05 01:53:54,-9.8756,-56.0861,71.69,93,59,2.95
296,Hofn,IS,2022-05-05 01:53:54,64.2539,-15.2082,40.86,71,100,3.56
297,Mazagao,BR,2022-05-05 01:53:55,-0.115,-51.2894,80.65,98,100,3.42
298,Urumqi,CN,2022-05-05 01:53:55,43.801,87.6005,72.55,35,0,4.47
299,Komsomolskiy,UZ,2022-05-05 01:44:58,40.4272,71.7189,65.12,77,20,2.3
300,Goderich,CA,2022-05-05 01:53:56,43.7501,-81.7165,41.32,81,12,6.91
301,Manta,EC,2022-05-05 01:51:23,-0.95,-80.7333,78.58,78,75,8.05
302,Alappuzha,IN,2022-05-05 01:53:57,9.49,76.3264,80.74,85,100,17.18
303,Trairi,BR,2022-05-05 01:53:57,-3.2778,-39.2689,76.33,90,84,6.4
304,Nagpur,IN,2022-05-05 01:51:52,21.15,79.1,84.22,58,40,2.3
305,Tabas,IR,2022-05-05 01:53:58,33.5959,56.9244,72.48,29,3,1.3
306,Nsanje,MW,2022-05-05 01:53:58,-16.92,35.262,63.43,98,6,2.3
307,Birjand,IR,2022-05-05 01:53:59,32.8663,59.2211,54.07,58,0,6.91
308,Koping,SE,2022-05-05 01:54:00,59.514,15.9926,47.89,72,93,5.19
309,Flin Flon,CA,2022-05-05 01:54:00,54.7682,-101.865,32.94,98,100,5.64
310,Ballina,AU,2022-05-05 01:54:01,-28.8667,153.5667,79.02,76,75,12.66
311,Araouane,ML,2022-05-05 01:54:01,18.9048,-3.5265,85.05,23,13,5.57
312,Peace River,CA,2022-05-05 01:51:13,56.2501,-117.286,61.11,29,100,21.85
313,Guangyuan,CN,2022-05-05 01:54:02,32.442,105.823,75.6,45,0,2.55
314,Kapoeta,SS,2022-05-05 01:54:03,4.7717,33.5903,76.55,59,96,8.1
315,La Ronge,CA,2022-05-05 01:45:37,55.1001,-105.2842,39.45,75,100,11.5
316,Amapa,BR,2022-05-05 01:54:03,1.0,-52.0,72.39,99,100,2.53
317,Tecoanapa,MX,2022-05-05 01:54:04,16.5167,-98.75,80.67,63,100,5.61
318,San Felipe,VE,2022-05-05 01:54:05,10.3399,-68.7425,74.19,91,100,6.13
319,Tuatapere,NZ,2022-05-05 01:45:03,-46.1333,167.6833,64.42,69,99,4.92
320,Mersing,MY,2022-05-05 01:54:05,2.4312,103.8405,80.51,94,40,3.44
321,Libercourt,FR,2022-05-05 01:54:06,50.4832,3.0158,53.96,74,100,10.36
322,San Pedro,PH,2022-05-05 01:54:06,14.35,121.0167,89.31,62,20,8.05
323,Asau,RO,2022-05-05 01:54:07,46.4333,26.4,43.72,97,87,4.25
324,Port Macquarie,AU,2022-05-05 01:54:07,-31.4333,152.9167,68.85,74,98,8.05
325,Uarini,BR,2022-05-05 01:54:08,-2.99,-65.1083,72.28,99,93,3.24
326,Vila Franca Do Campo,PT,2022-05-05 01:54:08,37.7167,-25.4333,63.01,79,100,6.89
327,Tingo Maria,PE,2022-05-05 01:54:09,-9.2895,-76.0088,70.03,98,76,1.61
328,Salalah,OM,2022-05-05 01:54:09,17.0151,54.0924,79.45,78,2,3.09
329,Fallon,US,2022-05-05 01:53:02,39.4735,-118.7774,76.91,15,0,8.05
330,Morondava,MG,2022-05-05 01:54:10,-20.2833,44.2833,73.36,76,0,7.92
331,Itarema,BR,2022-05-05 01:45:36,-2.9248,-39.9167,77.05,88,100,9.17
332,Abu Zabad,SD,2022-05-05 01:54:11,12.35,29.25,81.09,54,25,9.53
333,Tarko-Sale,RU,2022-05-05 01:54:11,64.9225,77.785,36.1,95,100,16.71
334,Ayna,PE,2022-05-05 01:54:12,-12.65,-73.9167,59.94,95,84,0.18
335,Jamsa,FI,2022-05-05 01:54:12,61.8642,25.19,34.52,67,100,3.85
336,Cosina,PH,2022-05-05 01:54:13,8.1061,124.6197,74.26,71,100,1.81
337,Yilan,TW,2022-05-05 01:50:34,24.757,121.753,82.26,76,100,3.8
338,Lagoa,PT,2022-05-05 01:54:13,39.05,-27.9833,61.16,87,100,19.55
339,Dabakala,CI,2022-05-05 01:54:14,8.3667,-4.4333,75.33,91,82,3.96
340,Wukari,NG,2022-05-05 01:54:14,7.85,9.7833,79.5,65,100,2.68
341,Abu Dhabi,AE,2022-05-05 01:49:36,24.4667,54.3667,77.97,78,0,5.75
342,Ayacucho,PE,2022-05-05 01:54:15,-13.1583,-74.2239,54.12,83,39,2.64
343,Cartagena Del Chaira,CO,2022-05-05 01:54:16,1.3349,-74.8429,72.75,99,100,1.45
344,Kizukuri,JP,2022-05-05 01:54:16,40.8061,140.3861,75.11,38,18,4.94
345,Rocky Mountain House,CA,2022-05-05 01:50:09,52.3668,-114.9188,62.71,36,93,10.36
346,Kloulklubed,PW,2022-05-05 01:54:17,7.0419,134.2556,83.71,79,82,16.04
347,Shar,KZ,2022-05-05 01:54:17,49.5886,81.0453,51.17,31,74,7.56
348,Trinidad,BO,2022-05-05 01:54:18,-14.8333,-64.9,64.33,61,96,4.25
349,Wad Rawah,SD,2022-05-05 01:54:18,15.1603,33.1397,91.72,35,45,11.63
350,Berlevag,NO,2022-05-05 01:54:19,70.8578,29.0864,24.6,65,100,6.22
351,Bogo,PH,2022-05-05 01:54:19,11.0517,124.0055,85.77,66,100,7.2
352,Kenai,US,2022-05-05 01:54:20,60.5544,-151.2583,55.02,37,40,10.36
353,Pombas,CV,2022-05-05 01:54:20,17.1503,-25.0201,69.58,79,21,11.41
354,Nishihara,JP,2022-05-05 01:54:21,26.1842,127.7558,74.48,88,75,14.97
355,Nicoya,CR,2022-05-05 01:54:21,10.1483,-85.452,77.58,89,100,4.52
356,Hede,CN,2022-05-05 01:54:22,33.7681,120.2517,74.79,35,0,12.15
357,Mpika,ZM,2022-05-05 01:54:22,-11.8343,31.4529,54.46,98,85,5.7
358,Walvis Bay,NA,2022-05-05 01:54:23,-22.9575,14.5053,79.75,27,0,11.5
359,Mbandaka,CD,2022-05-05 01:54:23,0.0487,18.2603,71.26,97,82,1.99
360,Salinas,US,2022-05-05 01:50:20,36.6777,-121.6555,72.0,66,0,13.8
361,Srednekolymsk,RU,2022-05-05 01:54:24,67.45,153.6833,33.91,97,100,2.33
362,Buala,SB,2022-05-05 01:54:25,-8.145,159.5921,85.84,66,33,3.91
363,Kirillov,RU,2022-05-05 01:54:25,59.863,38.3813,26.15,91,18,3.8
364,Horta,PT,2022-05-05 01:54:26,38.5333,-28.6333,61.7,86,100,16.96
365,Qasigiannguit,GL,2022-05-05 01:54:26,68.8193,-51.1922,4.5,97,52,5.77
366,Naze,JP,2022-05-05 01:54:27,28.3667,129.4833,67.12,90,100,10.65
367,Tahe,CN,2022-05-05 01:54:27,52.3333,124.7333,49.75,36,100,3.29
368,Colares,PT,2022-05-05 01:54:28,38.7992,-9.4469,64.29,53,2,3.0
369,Port Hawkesbury,CA,2022-05-05 01:54:28,45.6169,-61.3485,46.81,92,100,3.44
370,Nelson Bay,AU,2022-05-05 01:54:29,-32.7167,152.15,70.11,81,36,1.99
371,Severo-Kurilsk,RU,2022-05-05 01:54:29,50.6789,156.125,35.74,90,76,10.0
372,Cockburn Town,TC,2022-05-05 01:44:34,21.4612,-71.1419,77.65,85,0,21.97
373,Iwanai,JP,2022-05-05 01:54:30,42.9744,140.5089,65.35,54,88,4.65
374,Nizhniy Odes,RU,2022-05-05 01:54:30,63.6445,54.856,26.1,63,10,4.65
375,Piet Retief,ZA,2022-05-05 01:54:31,-27.0071,30.8132,46.99,97,5,2.82
376,Hanmer Springs,NZ,2022-05-05 01:54:31,-42.5167,172.8167,68.88,48,30,2.77
377,Tonj,SS,2022-05-05 01:54:32,7.2737,28.6822,73.58,83,100,5.7
378,Blatnica,BA,2022-05-05 01:54:33,44.4864,17.8233,54.82,70,91,3.69
379,Cherskiy,RU,2022-05-05 01:45:12,68.75,161.3,33.17,99,100,4.54
380,Richards Bay,ZA,2022-05-05 01:53:48,-28.783,32.0377,63.9,93,0,3.56
381,Narodychi,UA,2022-05-05 01:54:33,51.2029,29.0823,36.59,68,100,5.46
382,Balikpapan,ID,2022-05-05 01:54:34,-1.2675,116.8289,85.19,79,20,2.3
383,Manono,CD,2022-05-05 01:54:34,-7.3,27.4167,67.06,83,41,3.78
384,Batavia,US,2022-05-05 01:52:36,41.85,-88.3126,53.28,72,100,4.0
385,Umm Lajj,SA,2022-05-05 01:54:35,25.0213,37.2685,77.23,69,2,9.53
386,Valenca,BR,2022-05-05 01:54:36,-13.3703,-39.0731,73.26,94,10,1.52
387,Petropavlovka,RU,2022-05-05 01:54:36,50.6114,105.3196,43.83,32,17,15.05
388,Paamiut,GL,2022-05-05 01:54:37,61.994,-49.6678,24.91,59,100,8.7
389,Port-Gentil,GA,2022-05-05 01:54:37,-0.7193,8.7815,78.19,87,100,14.16
390,Namioka,JP,2022-05-05 01:54:38,40.7072,140.5894,74.91,59,0,6.91
391,Pahrump,US,2022-05-05 01:54:38,36.2083,-115.9839,81.52,12,6,7.0
392,Sioux Lookout,CA,2022-05-05 01:54:39,50.1001,-91.917,53.67,35,20,3.44
393,Hobyo,SO,2022-05-05 01:54:39,5.3505,48.5268,83.07,72,77,14.85
394,Oktyabrskoye,RU,2022-05-05 01:54:40,43.0645,44.7417,48.34,100,93,2.24
395,Raudeberg,NO,2022-05-05 01:54:40,61.9875,5.1352,43.47,93,100,21.85
396,La Asuncion,VE,2022-05-05 01:54:41,11.0333,-63.8628,78.35,82,68,16.71
397,Buncrana,IE,2022-05-05 01:54:41,55.1333,-7.45,46.96,94,99,6.04
398,Ocos,GT,2022-05-05 01:54:42,14.5094,-92.1933,84.45,72,100,6.13
399,Vao,NC,2022-05-05 01:54:42,-22.6667,167.4833,75.6,76,19,15.01
400,Tete,MZ,2022-05-05 01:44:54,-16.1564,33.5867,68.09,94,75,8.05
401,Yumen,CN,2022-05-05 01:54:43,40.2833,97.2,72.03,26,100,17.92
402,San Carlos De Bariloche,AR,2022-05-05 01:50:31,-41.1456,-71.3082,51.55,71,40,13.8
403,Ciudad Bolivar,VE,2022-05-05 01:54:44,8.1222,-63.5497,80.26,75,100,12.21
404,Luderitz,NA,2022-05-05 01:54:44,-26.6481,15.1594,67.93,47,0,3.29
405,Shizunai,JP,2022-05-05 01:53:52,42.3339,142.3669,47.84,78,88,12.73
406,Aksarka,RU,2022-05-05 01:54:45,66.5606,67.7975,20.66,81,3,12.59
407,Grootfontein,NA,2022-05-05 01:54:45,-19.5667,18.1167,42.37,81,0,2.3
408,Xingcheng,CN,2022-05-05 01:54:46,40.6167,120.7167,69.03,46,12,23.71
409,Nioro,GM,2022-05-05 01:54:47,13.35,-15.75,80.17,37,5,7.34
410,Broome,US,2022-05-05 01:44:56,42.2506,-75.833,55.85,92,100,11.5
411,San Ramon De La Nueva Oran,AR,2022-05-05 01:54:47,-23.1322,-64.326,55.35,78,0,2.06
412,Odweyne,SO,2022-05-05 01:54:48,9.4092,45.064,73.9,67,24,5.21
413,General Roca,AR,2022-05-05 01:49:53,-39.0333,-67.5833,60.26,41,84,3.31
414,Port Pirie,AU,2022-05-05 01:52:57,-33.1833,138.0167,55.49,56,99,10.56
415,Bandarban,BD,2022-05-05 01:54:49,22.1965,92.2262,78.82,78,38,2.62
416,Praia Da Vitoria,PT,2022-05-05 01:54:49,38.7333,-27.0667,62.76,100,20,10.8
417,Poso,ID,2022-05-05 01:54:50,-1.3959,120.7524,87.06,64,99,1.92
418,Matadi,CD,2022-05-05 01:54:50,-5.8167,13.45,77.22,96,97,1.7
419,Windsor,CA,2022-05-05 01:54:25,42.3001,-83.0165,52.3,81,0,4.61
420,Tual,ID,2022-05-05 01:54:51,-5.6667,132.75,83.43,75,100,8.05
421,Nanortalik,GL,2022-05-05 01:54:51,60.1432,-45.2371,31.21,87,100,6.33
422,Whitehorse,CA,2022-05-05 01:51:48,60.7161,-135.0538,47.17,33,75,19.57
423,Porto Santo,PT,2022-05-05 01:54:52,33.072,-16.3415,62.98,63,75,9.22
424,Inhambane,MZ,2022-05-05 01:54:53,-23.865,35.3833,67.24,88,12,6.15
425,Hami,CN,2022-05-05 01:54:53,42.8,93.45,80.71,22,100,12.35
426,Zheleznodorozhnyy,RU,2022-05-05 01:54:54,55.7503,38.0042,34.21,78,16,6.73
427,Singaraja,ID,2022-05-05 01:54:54,-8.112,115.0882,85.6,68,86,1.88
428,Conceicao Do Araguaia,BR,2022-05-05 01:54:55,-8.2578,-49.2647,73.53,94,100,3.91
429,Akdepe,TM,2022-05-05 01:54:55,42.0551,59.3788,62.69,68,88,6.6
430,Bonavista,CA,2022-05-05 01:54:56,48.6499,-53.1147,37.29,92,100,12.82
431,Gao,ML,2022-05-05 01:54:56,16.6362,1.637,86.16,9,73,10.76
432,Manavalakurichi,IN,2022-05-05 01:54:57,8.1333,77.3,82.85,80,100,12.64
433,Smithers,CA,2022-05-05 01:54:57,54.7804,-127.1743,46.72,61,100,9.22
434,Dingli,MT,2022-05-05 01:54:58,35.8614,14.3822,60.82,94,0,12.66
435,Kaeo,NZ,2022-05-05 01:45:32,-35.1,173.7833,67.32,86,23,10.74
436,San Cristobal,VE,2022-05-05 01:54:58,7.7669,-72.225,75.38,81,100,2.08
437,Leeuwarden,NL,2022-05-05 01:54:59,53.2014,5.8086,48.2,85,100,2.3
438,Iracoubo,GF,2022-05-05 01:55:00,5.4802,-53.2011,75.81,89,100,3.65
439,Tura,IN,2022-05-05 01:55:00,25.5198,90.2201,79.5,62,10,1.9
440,Pangnirtung,CA,2022-05-05 01:55:01,66.1451,-65.7125,9.28,93,99,3.22
441,Enshi,CN,2022-05-05 01:55:01,30.3,109.4833,74.86,59,0,1.97
442,Lujan,AR,2022-05-05 01:55:02,-34.5703,-59.105,56.01,88,72,7.45
443,Kirksville,US,2022-05-05 01:55:02,40.1948,-92.5833,54.57,86,100,5.01
444,Yerbogachen,RU,2022-05-05 01:55:03,61.2767,108.0108,33.76,71,23,12.21
445,Emirdag,TR,2022-05-05 01:55:03,39.0197,31.15,40.66,85,75,7.43
446,Inta,RU,2022-05-05 01:55:04,66.0317,60.1659,22.53,64,81,15.84
447,Popondetta,PG,2022-05-05 01:55:04,-8.7537,148.2534,88.81,58,100,4.92
448,Imbituba,BR,2022-05-05 01:55:05,-28.24,-48.6703,66.85,92,100,18.63
449,Marquette,US,2022-05-05 01:55:05,46.5333,-87.6335,38.64,68,68,3.11
450,Pathein,MM,2022-05-05 01:55:06,16.7833,94.7333,87.94,56,24,2.66
451,Dudinka,RU,2022-05-05 01:55:06,69.4058,86.1778,34.63,99,100,18.01
452,Pitea,SE,2022-05-05 01:55:07,65.3172,21.4794,28.49,71,100,4.54
453,Mallapuram,IN,2022-05-05 01:55:08,11.9667,78.25,75.54,70,94,0.85
454,Sindi,IN,2022-05-05 01:55:08,20.8,78.8667,85.08,17,84,10.76
455,Samsun,TR,2022-05-05 01:55:09,41.25,36.3333,50.99,94,100,4.16
456,Raga,SS,2022-05-05 01:55:09,8.4596,25.678,74.35,69,100,4.45
457,Derzhavinsk,KZ,2022-05-05 01:50:50,51.1,66.3167,53.06,55,93,8.28
458,Leningradskiy,RU,2022-05-05 01:55:10,69.3833,178.4167,22.91,87,83,11.43
459,Pontal Do Parana,BR,2022-05-05 01:55:10,-25.6533,-48.5128,62.47,76,46,4.45
460,Zabaykalsk,RU,2022-05-05 01:55:11,49.6333,117.3167,48.25,29,100,21.74
461,Tiarei,PF,2022-05-05 01:55:11,-17.5333,-149.3333,87.82,79,26,12.68
462,Sao Jose Da Coroa Grande,BR,2022-05-05 01:55:12,-8.8978,-35.1478,77.92,87,50,8.39
463,Wilmington,US,2022-05-05 01:54:46,34.2257,-77.9447,73.99,75,100,4.0
464,Narsaq,GL,2022-05-05 01:55:13,60.9167,-46.05,30.11,52,100,5.95
465,Alexandria,EG,2022-05-05 01:51:31,31.2156,29.9553,63.14,82,40,11.5
466,Sao Filipe,CV,2022-05-05 01:50:54,14.8961,-24.4956,71.96,80,11,4.52
467,Vostok,RU,2022-05-05 01:55:13,46.4856,135.8833,62.91,43,59,5.64
468,Makakilo City,US,2022-05-05 01:55:14,21.3469,-158.0858,79.12,63,75,11.5
469,Valdosta,US,2022-05-05 01:55:15,30.8327,-83.2785,80.55,72,0,3.44
470,Taltal,CL,2022-05-05 01:50:20,-25.4,-70.4833,61.45,81,59,2.26
471,Namatanai,PG,2022-05-05 01:55:16,-3.6667,152.4333,84.33,72,93,9.6
472,Catalina,US,2022-05-05 01:55:16,32.5056,-110.9211,80.64,12,0,6.42
473,Ciparay,ID,2022-05-05 01:55:17,-7.4249,108.4742,83.28,80,61,1.01
474,Phek,IN,2022-05-05 01:55:17,25.6667,94.5,58.71,87,83,1.48
475,Naryan-Mar,RU,2022-05-05 01:55:18,67.6713,53.087,12.58,97,71,5.19
476,Moron,AR,2022-05-05 01:55:18,-34.6534,-58.6198,60.69,83,62,5.03
477,Boa Vista,BR,2022-05-05 01:50:30,2.8197,-60.6733,76.98,88,75,2.3
478,Kwinana,AU,2022-05-05 01:55:19,-32.25,115.7667,64.35,45,0,8.01
479,Lavrentiya,RU,2022-05-05 01:55:19,65.5833,-171.0,29.32,77,35,5.55
480,Oranjemund,NA,2022-05-05 01:55:20,-28.55,16.4333,64.85,49,1,3.0
481,Qaqortoq,GL,2022-05-05 01:55:20,60.7167,-46.0333,32.29,75,100,3.87
482,Sabang,ID,2022-05-05 01:55:21,5.8933,95.3214,82.53,77,100,16.11
483,Pontes E Lacerda,BR,2022-05-05 01:55:22,-15.2261,-59.3353,60.89,63,76,3.71
484,Deer Lake,CA,2022-05-05 01:55:22,49.1667,-57.4316,46.26,71,100,3.44
485,Batticaloa,LK,2022-05-05 01:55:23,7.7102,81.6924,83.1,76,58,1.48
486,Ahuimanu,US,2022-05-05 01:55:23,21.4447,-157.8378,80.31,71,40,12.66
487,Cedar Hill,US,2022-05-05 01:52:00,32.5885,-96.9561,81.79,71,40,13.8
488,San Agustin Acasaguastlan,GT,2022-05-05 01:55:24,14.95,-89.9667,79.5,83,100,4.43
489,Phichit,TH,2022-05-05 01:55:24,16.25,100.4167,88.0,62,83,2.08
490,Semey,KZ,2022-05-05 01:55:25,50.4111,80.2275,52.02,28,0,6.71
491,Kunya,NG,2022-05-05 01:55:25,12.2233,8.5325,87.96,51,0,9.22
492,Mana,GF,2022-05-05 01:55:26,5.6592,-53.7767,75.49,91,100,2.66
493,Coracao De Jesus,BR,2022-05-05 01:55:26,-16.6853,-44.365,70.03,50,21,3.87
494,Stromness,GB,2022-05-05 01:55:27,58.965,-3.296,48.16,84,100,8.99
495,Bako,ET,2022-05-05 01:55:27,5.7833,36.5667,61.38,87,14,4.09
496,Leshukonskoye,RU,2022-05-05 01:55:28,64.8989,45.7622,24.84,86,73,7.16
497,Rochegda,RU,2022-05-05 01:55:28,62.8,43.25,24.35,88,34,3.76
498,Jacareacanga,BR,2022-05-05 01:55:29,-6.2222,-57.7528,73.85,98,100,2.15
499,Palatka,US,2022-05-05 01:55:29,29.6486,-81.6376,76.41,68,54,3.85
500,Alihe,CN,2022-05-05 01:55:30,50.5667,123.7167,53.58,31,100,6.44
501,Velikiy Ustyug,RU,2022-05-05 01:55:31,60.7644,46.3106,27.9,72,12,5.75
502,Biltine,TD,2022-05-05 01:55:31,14.5333,20.9167,90.16,27,90,4.21
503,Santa Pola,ES,2022-05-05 01:55:32,38.1917,-0.5658,62.49,74,75,13.8
504,Dickinson,US,2022-05-05 01:55:32,29.4608,-95.0513,79.95,85,40,11.5
505,Tottori,JP,2022-05-05 01:55:33,35.5,134.2333,66.27,72,0,9.22
506,Road Town,VG,2022-05-05 01:50:58,18.4167,-64.6167,78.89,78,40,9.22
507,Shenandoah,US,2022-05-05 01:53:37,30.4013,-91.0009,80.49,83,28,6.46
508,Great Yarmouth,GB,2022-05-05 01:55:34,52.6083,1.7305,51.03,96,26,7.56
509,Uyskoye,RU,2022-05-05 01:55:34,54.3775,60.0047,47.62,56,18,5.17
510,Port Hedland,AU,2022-05-05 01:55:35,-20.3167,118.5667,78.85,34,3,23.02
511,Elliot Lake,CA,2022-05-05 01:53:41,46.3834,-82.6331,43.11,70,26,2.8
512,San Quintin,MX,2022-05-05 01:55:35,30.4833,-115.95,61.74,76,0,8.16
513,Hokitika,NZ,2022-05-05 01:55:36,-42.7167,170.9667,62.06,76,70,1.23
514,Santa Ana,US,2022-05-05 01:55:36,33.7456,-117.8678,83.71,59,0,8.05
515,Jodhpur,IN,2022-05-05 01:55:37,26.2867,73.03,82.96,40,0,11.05
516,Genhe,CN,2022-05-05 01:55:37,50.7833,121.5167,58.48,18,100,1.48
517,Ninghai,CN,2022-05-05 01:55:38,29.2892,121.4247,69.64,68,19,4.45
518,Talaya,RU,2022-05-05 01:55:38,61.3833,152.75,32.56,83,27,2.06
519,Santarem,BR,2022-05-05 01:51:33,-2.4431,-54.7083,77.13,94,75,0.0
520,Aitape,PG,2022-05-05 01:55:39,-3.1374,142.3475,85.1,71,72,5.19
521,Karpathos,GR,2022-05-05 01:55:39,35.507,27.2132,60.76,72,0,28.77
522,Coos Bay,US,2022-05-05 01:54:44,43.3665,-124.2179,57.99,88,75,8.05
523,Tadine,NC,2022-05-05 01:55:40,-21.55,167.8833,78.64,73,31,13.02
524,Kachug,RU,2022-05-05 01:55:41,53.9606,105.8817,39.94,40,76,12.57
525,Brantford,CA,2022-05-05 01:55:41,43.1334,-80.2664,54.03,73,47,6.24
526,San Michele Al Tagliamento,IT,2022-05-05 01:55:42,45.7644,12.9949,57.4,80,13,3.29
527,Barmer,IN,2022-05-05 01:55:42,25.75,71.3833,78.24,66,0,4.07
528,Nyagan,RU,2022-05-05 01:55:43,62.1406,65.3936,37.22,81,57,8.59
529,Ust-Ilimsk,RU,2022-05-05 01:55:43,58.0006,102.6619,40.19,49,15,6.08
530,Lazaro Cardenas,MX,2022-05-05 01:55:44,17.9583,-102.2,77.86,74,98,7.72
531,Panhala,IN,2022-05-05 01:55:44,16.8167,74.1167,72.25,75,24,3.71
532,Mareeba,AU,2022-05-05 01:55:45,-17.0,145.4333,83.48,75,9,4.12
533,Sasvad,IN,2022-05-05 01:55:45,18.3333,74.0333,77.9,44,0,7.2
534,Tautira,PF,2022-05-05 01:55:46,-17.7333,-149.15,81.5,78,44,12.66
535,Gat,IL,2022-05-05 01:55:01,31.61,34.7642,62.08,100,18,8.32
536,Te Anau,NZ,2022-05-05 01:55:47,-45.4167,167.7167,62.89,65,43,4.97
537,Chumikan,RU,2022-05-05 01:55:47,54.7183,135.315,33.08,99,100,4.85
538,Terrace,CA,2022-05-05 01:54:14,54.5163,-128.6035,48.11,66,100,18.41
539,Corinto,GR,2022-05-05 01:55:48,37.9407,22.9573,54.41,82,0,3.27
540,Quang Ngai,VN,2022-05-05 01:55:48,15.1167,108.8,76.8,82,100,6.44
541,Khao Yoi,TH,2022-05-05 01:55:49,13.2403,99.8243,84.9,59,92,7.14
542,Adrar,MR,2022-05-05 01:55:49,20.5022,-10.0711,76.42,19,10,9.55
543,San Rafael,AR,2022-05-05 01:55:50,-34.6177,-68.3301,61.18,34,100,9.13
